COD;DESCRIP;ACCIONF;UNIDAD;CODLAB;NETO;MARCA;CODBAR;UNIENT;CAN_ING;CAN_IN2;VALCOM;FECHA;VENCE;CONTEN;CLIENTE;MODIFICA;MINIMO;MAX;STOCK;SW_TIPO;SW_TIPO2;novigente
UA10 02;TOMA PRESION DIGITALBRAZO     ;SIN ACCION FARMACOLOGICA;UNID ;  ;48000;0;               ;UNID ;3.00;0.0;9990;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
VA10 01;COLLAR DE EXTRICACION         ;ACTIVADOR CEREBRAL       ;UNIDA;  ;14997;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;4;NULL
UA10 03;MORTERO DE MARMOL             ;ACTIVADOR CEREBRAL       ;UNID ;  ;15750;0;               ;UNID ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
UA10 04;OXIMETRO DE PULSO             ;ACTIVADOR CEREBRAL       ;UNID ;  ;37485;0;               ;UNID ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
FA54701;LEPONEX 100 MG X 30 COMP           ;ANTISICOTICO             ;CAJA ;  ;60470;0;               ;CAJA ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;3;0;0
FH87301;DICOMEX 100 MGS X 10 COMP     ;ANTISICOTICO             ;CAJA ;  ;17500;0;               ;CAJA ;42.00;0.0;2500;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;22;3;0;0
VR80 01;FRASCO MEDICAMENTO            ;COSMETICOS               ;FCO  ;  ;200;0;               ;     ;300.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;4;NULL
UA10 05;VENLAFAXINA 37,5 X 30 COMP    ;ANTIDEPRESIVO;CAJA ;  ;23500;0;               ;     ;3.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;1;1
UA10 32;PCR ULTRASENSIBLE             ;ACTIVADOR CEREBRAL       ;UNID;  ;20400;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FA10 06;LEPONEX 100 MGS X 20 COMP     ;ANTISICOTICO;CAJA ;  ;33930;0;               ;CAJA ;14.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;3;0;0
UR80 01;ACTIVIDADES RECREATIVAS       ;COSMETICOS               ;UNID;  ;2000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UF70 01;ALIMENTACION AUXILIAR ESPECIAL;ELECTROLITOTERAPIA       ;UNID;  ;2000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 51;BONO FONASA AT.MEDICA         ;ACTIVADOR CEREBRAL       ;UNID;  ;9980;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UA10 52;BONO FONASA DIA CAMA          ;ACTIVADOR CEREBRAL       ;UNID;  ;1830;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UA00 01;HONORARIOS MEDICOS            ;DIAS HOSPITALIZACION     ;UNID;  ;0;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 53;IMPOSICIONES                  ;ACTIVADOR CEREBRAL       ;UNID;  ;0;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 54;INTERNET                      ;ACTIVADOR CEREBRAL       ;UNID;  ;0;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 56;REPOSICION BIOMBO CLINICO     ;ACTIVADOR CEREBRAL       ;UNID;  ;81000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 57;REPOSICION COLCHON            ;ACTIVADOR CEREBRAL       ;UNID;  ;52000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 58;REPOSICION SABANA             ;ACTIVADOR CEREBRAL       ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 59;REPOSICION FRASADA            ;ACTIVADOR CEREBRAL       ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 60;REPOSICION MESA DE CENTRO     ;ACTIVADOR CEREBRAL       ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
FK50 06;OLANZAPINA 10 MGS                  ;ANTISICOTICO             ;COMP ;NULL;1250;NULL;               ;CAJA ;0.00;NULL;150;01-01-1900 0:00;01-01-1900 0:00;1000;NULL;NULL;1000;2000;1382;1;0;0
FK50 02;QUETIAPINA 25 MG                   ;ANTISICOTICO             ;COMP ;NULL;590;NULL;               ;CAJA ;0.00;NULL;80;01-01-1900 0:00;01-01-1900 0:00;1000;NULL;NULL;100;500;0;1;0;0
FK50 03;QUETIAPINA 100 MG                  ;ANTISICOTICO             ;COMP ;NULL;830;NULL;               ;CAJA ;0.00;NULL;120;01-01-1900 0:00;01-01-1900 0:00;1000;NULL;NULL;100;500;1375;1;0;0
FF6001;BETAMETASONA 4 MG  X 1ML;CORTICOTERAPIA;AMP  ;NULL;0;NULL; ;CAJA ;NULL;NULL;350;01-01-1900 0:00;01-01-1900 0:00;100;NULL;NULL;0;0;20;1;0;0
FK50 04;CARBONATO DE LITIO 300 MGS         ;ANTISICOTICO             ;COMP ;NULL;0;NULL;               ;CAJA ;0.00;NULL;60;01-01-1900 0:00;01-01-1900 0:00;50;NULL;NULL;5000;8000;1010;1;0;0
FK50 05;CARBONATO DE LITIO 400 MGS         ;ANTISICOTICO             ;COMP ;NULL;0;NULL;               ;CAJA ;0.00;NULL;400;01-01-1900 0:00;01-01-1900 0:00;50;NULL;NULL;400;600;630;1;0;0
FB90302;MIRTAZAPINA 30 MGS;ANTIDEPRESIVO            ;COMP ;NULL;1560;NULL;7,80007E+14;CAJA ;NULL;NULL;895;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;60;300;100;1;0;0
HI;HIPOLIPEMIANTE                                    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
FK50 08;RISPERIDONA 3 MGS                  ;ANTISICOTICO             ;COMP ;NULL;700;NULL;               ;CAJA ;0.00;NULL;68;01-01-1900 0:00;01-01-1900 0:00;100;NULL;NULL;1200;2000;2360;1;0;0
FK50 09;RISPERIDONA EN GOTAS SOLUCION ORAL ;ANTISICOTICO             ;FCO  ;NULL;27055;NULL;               ;FCO  ;0.00;NULL;11711;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;3;5;5;1;0;0
FK52501;INVEGA  SUSTENNA 100 MGS;ANTISICOTICO             ;CAJA ;NULL;356990;NULL;7,80511E+12;CAJA ;NULL;NULL;0;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;1;2;0;1;0;0
UM00 02;TRATAMIENTO FLEBOTERAPIA INT 2 al 10;VITAMINOTERAPIA          ;UNID;  ;22000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;1000;5;0;0
FB4001;GENTAMICINA 80 MGS X 2 ML;ANTIBIOTERAPIA           ;AMP  ;NULL;1175;NULL;               ;CAJA ;NULL;NULL;0;01-01-1900 0:00;01-01-1900 0:00;10;NULL;NULL;10;20;0;4;0;0
UM0A101;TRATAMIENTO DISULFIRAM INTRAMUSC;VITAMINOTERAPIA;UNID;NULL;41835;NULL; ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;1000;5;0;0
UM0A102;TRATAMIENTO DE DEPOSITO RISPERD;VITAMINOTERAPIA;UNID;NULL;20390;NULL; ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;1000;5;0;0
UM0A103;TRATAMIENTO  DEPOSITO CISORDINOL DEPOT;VITAMINOTERAPIA;UNID;NULL;39390;NULL; ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;1000;5;0;0
UM0A105;TRATAMIENTO DEPOSITO FLUFENAZINA;VITAMINOTERAPIA;UNID;NULL;8000;NULL; ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;1000;5;0;0
UM0A106;TRATAMIENTO DR SEPULVEDA;VITAMINOTERAPIA          ;UNID;NULL;28697;NULL;               ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;0;5;0;0
UM00 01;TRATAMIENTO FLEBOTERAPIA INT1 ;VITAMINOTERAPIA          ;UNID;  ;28000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;1000;5;0;0
FD31901;VATANAL  SUPOSITORIOS  X 10 SUP;ANTIHEMORROIDAL;CAJA ;NULL;20000;NULL; ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;3;4;0;0
UM0A104;TRATAMIENTO DEPOSITO CISORDINOL ACUTARD;VITAMINOTERAPIA;UNID;NULL;35750;NULL; ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;1000;5;0;0
FB78101;CODIGO DE PRUEBA (BORRAR);ANTICONCEPTIVO           ;COMP ;NULL;700;NULL;               ;COMP ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;0;0;1000;2;0;0
FH14204;DORMONID 15 MGS X  5 ML;HIPNOTICO                ;AMP  ;NULL;4000;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;5;NULL;NULL;0;0;12;2;0;0
FD22901;CODIGO DE PRUEBA2;ANTIACNE;COMP ;NULL;600;NULL; ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;0;0;100;1;0;0
FD49901;AMLODIPINO  10 MGS X 30 COMP;ANTIHIPERTENSIVO;COMP ;NULL;300;NULL;7,80006E+12;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;100;400;300;1;0;0
FD4P101;BISOPRIL 5 MGS X 30 COMP;ANTIHIPERTENSIVO;CAJA ;NULL;7290;NULL;7,80005E+12;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;0;0;3;4;0;0
UX2A101;CANULA  MAYO No 5;INSUMOS                  ;UNID;NULL;1200;NULL;               ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;18;1;1;0
UX2A102;CANULA MAYO No 6;INSUMOS                  ;UNID;NULL;1200;NULL;               ;UNID;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;0;0;30;1;1;0
FF74501;CLORURO SODIO  10 % X 10 ML;ELECTROLITOTERAPIA;AMP  ;NULL;450;NULL; ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;100;NULL;NULL;100;200;100;1;0;0
FF83601;D- HISTAPLUS  5 MGS  X 30 COMP;DESCONGESTIVANTE;CAJA ;NULL;1890;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;5;10;10;4;0;0
FH34501;DOBUTAMINA 250 MGS  X 1 ML;HIPOTENSOR;AMP  ;NULL;2100;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;10;NULL;NULL;2;1;10;4;0;0
FR34501;DOPAMINA  200 MGS X  5 ML;SIMPATICOMIMETICO;AMP  ;NULL;650;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;10;NULL;NULL;10;30;12;4;0;0
FB34501;EPINEFRINA  1 MGS X 1 ML;ANTIASMATICO;AMP  ;NULL;250;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;100;NULL;NULL;20;30;5;4;0;0
UX20 05;FRASCOS    HUMIDIFICADORES;INSUMOS;FCO  ;NULL;2500;NULL;               ;FCO  ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;1;2;2;1;1;0
FJ7001;GLUCONATO  CALCIO  10%  X 10 ML   AMP;SUPLEMENTO NUTRICIONAL;AMP  ;NULL;600;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;50;NULL;NULL;10;30;0;4;0;0
FJ94501;GLUCOSA  20 %  X 500 ML  MATRAZ;TERAPIA DE GLUCOSA;FCO  ;NULL;980;NULL; ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;20;NULL;NULL;20;30;0;4;0;0
FF27301;KETOPROFENO   100 MGS  AMP;ANTIINFLAMATORIO;AMP  ;NULL;345;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;5;NULL;NULL;20;30;0;4;0;0
FE81303;LANZOPRAZOL  30 MGS  X 30 COMP;ANTIULCEROSO;CAJA ;NULL;4140;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;1;10;9;4;0;0
FC63701;VIADIL  AMP 1 ML;ANTIESPASMODICO;AMP  ;NULL;1062;NULL; ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;20;NULL;NULL;10;40;40;4;0;0
UC50 45;EX. HEMOGLOBINA GLICOSILADA   ;ANESTESICO               ;UNID;  ;6600;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 48;EX. HEMOGLUCOTEST             ;ANESTESICO               ;UNID;  ;1770;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 05;EX. INSULINA BASAL            ;ANOREXIGENO              ;UNID;  ;7460;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 09;EX. LDH TOTALES               ;ANOREXIGENO              ;UNID;  ;8210;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 11;EX. LITIO                     ;ANOREXIGENO              ;UNID;  ;12000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 15;EX. NITROGENO UREICO          ;ANOREXIGENO              ;UNID;  ;1900;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 16;EX. ORINA COMPLETA            ;ANOREXIGENO              ;UNID;  ;2550;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 18;EX. PERFIL BIOQUIMICO         ;ANOREXIGENO              ;UNID;  ;12260;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 19;EX. PERFIL HEPATICO           ;ANOREXIGENO              ;UNID;  ;15230;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 20;EX. PERFIL LIPIDICO           ;ANOREXIGENO              ;UNID;  ;9000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 21;EX. PROLACTINA                ;ANOREXIGENO              ;UNID;  ;7590;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 22;EX. PROTEINA C REACTIVA       ;ANOREXIGENO              ;UNID;  ;8840;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 23;EX. PROTEINA TOTALES          ;ANOREXIGENO              ;UNID;  ;2120;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 28;EX. ROTAVIRUS                 ;ANOREXIGENO              ;UNID;  ;7460;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 29;EX. SEDIEMTO DE ORINA         ;ANOREXIGENO              ;UNID;  ;1550;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 31;EX. TEST DE GRAHAM            ;ANOREXIGENO              ;UNID;  ;3050;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 33;EX. TIEMPO DE PROTOMBINA      ;ANOREXIGENO              ;UNID;  ;2180;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 38;EX. TOMA DE MUESTRA VENOSA    ;ANOREXIGENO              ;UNID;  ;1330;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 40;EX. TRANSAMINASA GLUTAMICO GOT;ANOREXIGENO              ;UNID;  ;2640;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 41;EX. TRANSAMINASA GLUTAMICO GPT;ANOREXIGENO              ;UNID;  ;2640;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 43;EX. TRIGLICERIDOS             ;ANOREXIGENO              ;UNID;  ;2590;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 49;EX. VIRUS HEPATITIS B AG SUPER;ANOREXIGENO              ;UNID;  ;11160;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 50;EX. VIRUS HEPATITIS C ANTICUER;ANOREXIGENO              ;UNID;  ;11210;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UAX0 51;EX. VITAMINA B12              ;ANOREXIGENO              ;UNID;  ;15960;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UC50 53;EX. SUB-BETA HCG              ;ANESTESICO               ;UNID;  ;7180;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UA30 24;EX. UC                        ;ANALGESICO               ;UNID;  ;1;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UD20 06;PELU DEPILACION               ;USO GENERAL;UNID;  ;3000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA60 05;TRASLADO PACIENTE AMBULANCIA  ;ANTIACIDO                ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 52;EX. CORTISOL SANGRE           ;ANOREXIGENO              ;UNID;  ;7410;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
FA50 04;CLORFENAMINA AMP 1 ML         ;ANTIALERGICO             ;AMP  ;  ;770;0;               ;CAJA ;14.00;0.0;8;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;10;20;438;1;0;0
FA50 05;HIDROCORTISONA 1 ML AMP            ;ANSIOLITICO              ;FCO  ;  ;770;0;               ;FCO  ;0.00;0.0;2800;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;16;1;0;0
FA50 06;AMIODARONA AMP 150 MGS             ;ANTIARRITMICO            ;AMP  ;  ;805;0;               ;CAJA ;0.00;0.0;590;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;15;40;66;1;0;0
FA50 07;PROPANOLOL 1 MGS X 1ML AMP         ;ANTIARRITMICO            ;AMP  ;  ;1520;0;               ;CAJA ;0.00;0.0;850;01-01-1900 0:00;01-01-1900 0:00;10;               ;NULL;10;20;32;1;0;0
FA50 08;BICARBONATO 8,4% X 10 ML      ;ANSIOLITICO              ;UNID ;  ;540;0;               ;CAJA ;0.00;0.0;300;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;5;10;5;1;0;0
FA50 09;VERAPAMILO 5 MGS X 2 ML            ;ANTIARRITMICO            ;AMP  ;  ;1520;0;               ;CAJA ;0.00;0.0;850;01-01-1900 0:00;01-01-1900 0:00;10;               ;NULL;5;10;7;1;0;0
FAX0 01;OSMOLITE                      ;FORMULA ENTERAL;FCO  ;  ;6545;0;               ;FCO  ;8.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 10;DUO TRAV COLIRIO              ;ANTIHIPERTENSIVO         ;FCO  ;  ;26145;0;               ;FCO  ;1.00;0.0;20800;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;2;4;0;0
FR0001;MEMANTINA CLORIDRATO 10 MGS        ;TERAPIA DEL ALZHEIMER    ;CAJA ;NULL;44120;NULL;               ;CAJA ;0.00;NULL;28972;01-01-1900 0:00;01-01-1900 0:00;1;NULL;NULL;10;15;8;1;0;0
UAX0 53;BAJADA ABBOTT                 ;ANOREXIGENO              ;UNID;  ;4000;0;               ;     ;6.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FA30 02;PREBB 500 MGS                 ;ANTICONVULSIVANTE        ;COMP ;  ;330;0;               ;CAJA ;470.00;0.0;212;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;100;200;20;4;0;0
F250 01;ACEPRAN GOTAS                 ;ANSIOLITICO              ;FCO  ;  ;17000;0;               ;FCO  ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FE20 01;AZITROMICINA 500 MGS          ;ANTIBIOTERAPIA           ;COMP ;  ;500;0;               ;CAJA ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;12;               ;NULL;0;0;0;1;0;0
FB80 01;KETOPROFENO 100 MGS X 20 COMP ;ANALGESICO;CAJA ;  ;5300;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
UL80 05;CONSULTA MEDICO AMBULATORIO   ;USO GENERAL              ;UNID;  ;80000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR70 04;INYECCION DISULFIRAN INTERNO  ;PROCEDIMIENTOS           ;UNID;  ;10000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UR70 07;EX. H.I.V                     ;PROCEDIMIENTOS           ;UNID;  ;7870;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR70 08;EX. LIPASA                    ;PROCEDIMIENTOS           ;UNID;  ;4280;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR70 09;MAGNESIO                      ;PROCEDIMIENTOS           ;UNID;  ;4110;0;               ;     ;50.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
TR70 01;PROGESTERONA                  ;PROCEDIMIENTOS           ;UNID;  ;7180;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;5;0;NULL
UR70 10;ANTICUERPO ANTI-TIROIDES      ;PROCEDIMIENTOS           ;UNID;  ;8035;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UR70 11;ANTICUERPO ANTI DNA           ;PROCEDIMIENTOS           ;UNID;  ;10010;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UR70 12;ALFA FETO PROTEINA            ;PROCEDIMIENTOS           ;UNID;  ;7180;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UR70 13;EX. ELECTROCARDIOGRAMA        ;PROCEDIMIENTOS           ;UNID;  ;25000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
FA10 11;VATANAL UNGUENTO              ;ANTIHEMORROIDAL          ;UNID;  ;15020;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA20 01;RIZE 10 MGS X 30 COMP         ;ANSIOLITICO              ;CAJA ;  ;31120;0;               ;CAJA ;5.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
UR70 14;EX. ESTROGENO                 ;PROCEDIMIENTOS           ;UNID;  ;8000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UR70 15;EX. PROGESTERONA              ;PROCEDIMIENTOS           ;UNID;  ;7590;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR70 16;PROGRAMA SALUD                ;PROCEDIMIENTOS           ;UNID;  ;10;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UR70 17;EX. AAN-ANTIDNA               ;PROCEDIMIENTOS           ;UNID;  ;10580;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR70 18;EX. ANCA                      ;PROCEDIMIENTOS           ;UNID;  ;15890;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
